section,emo_clause_index,cau_candidate_index,emotion_clause,cause_candidate,conn_words,possibility_distribution,correctness,cause_conn_possibility,contrast_conn_possibility,conjunction_conn_possibility,condition_conn_possibility,restatement_conn_possibility
2,9,2,并略显激动,自1988年至今,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[2.73346854e-03 1.48791199e-02 1.20181252e-02 1.80888021e-02
 3.33264112e-03 2.56102951e-01 2.30492258e-03 5.12855013e-01
 3.68950227e-02 1.80953069e-02 9.34470358e-03 3.01627282e-02
 6.88202941e-06 9.40570034e-03 6.20582972e-03 1.17339472e-02
 5.00326081e-03 1.49709184e-04 3.13978371e-03 4.75420824e-02]",False,0.04771951585965662,0.7745955274082159,0.09449776131685496,0.027352359302973427,0.055834836112299016
2,9,3,并略显激动,他向国家各部委提出合理化建议1000多条,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[2.59110826e-03 3.62953725e-02 4.29559797e-03 3.02003008e-02
 4.21249487e-04 4.25784290e-01 7.07224767e-04 2.77278551e-01
 2.22068993e-02 1.12478409e-03 2.15442423e-02 3.24277042e-03
 3.15011243e-06 6.49501714e-03 1.06992809e-01 5.33078430e-02
 1.47079445e-03 1.20952861e-04 2.56792520e-03 3.34911642e-03]",False,0.07338237956124277,0.704191315675749,0.048118696182490796,0.16679881964896767,0.00750878893154977
2,9,4,并略显激动,并多次被各部委采纳,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[2.48330182e-03 9.80534288e-02 1.17796624e-02 1.28799251e-02
 5.53512842e-03 6.42145265e-01 1.35329468e-02 6.92171251e-02
 3.48272007e-02 4.73915897e-03 6.22323501e-03 8.27333908e-03
 1.74532746e-04 1.84015633e-03 2.84567858e-02 1.41792183e-02
 1.99554536e-03 7.33382040e-04 1.55620946e-02 2.73685679e-02]",False,0.12519631818409663,0.7304304650690443,0.05406293376318365,0.04465069313330279,0.0456595898503727
2,9,5,并略显激动,曾荣获国家十二五建言献策个人一等奖河北省建言献策三等奖,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[1.10554364e-02 3.22532533e-01 2.24198585e-02 6.28745831e-03
 8.12182047e-03 1.44493780e-01 1.59338591e-02 1.21888499e-01
 2.95058661e-02 6.91913682e-03 4.92645275e-02 1.23684488e-02
 7.85051220e-05 2.23262515e-03 1.39391960e-02 4.33615090e-02
 4.96687906e-03 2.36857913e-04 1.18115117e-02 1.72581692e-01]",False,0.36229528642075676,0.29043795851414755,0.0980579792678441,0.05961183527778212,0.18959694051946924
2,9,6,并略显激动,当日,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[3.51141460e-03 1.52492323e-01 4.41675112e-02 3.08556599e-02
 1.32607689e-03 2.06582388e-01 3.29578055e-03 1.93651050e-01
 1.77543437e-01 6.05163711e-03 2.56679939e-02 2.41320349e-02
 7.73173026e-06 2.36412892e-02 3.52192875e-02 5.98086123e-02
 5.69151155e-03 2.37034930e-04 2.71974653e-03 3.39747928e-03]",False,0.231026908622058,0.4048552957763047,0.2333951026783894,0.11867692063529706,0.012045772287950906
2,9,7,并略显激动,跟中新网记者谈起建言献策的初衷,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[1.15966356e-01 1.25957440e-02 1.15092947e-03 1.17274676e-03
 9.89948577e-02 2.06103823e-01 1.56528076e-03 9.37651589e-02
 3.57361901e-03 8.19207305e-03 2.08068267e-01 1.05525800e-02
 6.14963520e-05 3.47269569e-03 1.02489532e-01 1.49839222e-02
 1.57246505e-04 6.01271590e-04 6.69697279e-03 1.09835426e-01]",False,0.1308857766419351,0.4004291201659246,0.23038653941734874,0.12100764662613701,0.11729091714865449
2,9,8,并略显激动,白金跃陷入回忆,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[3.40186533e-04 6.46147380e-02 6.34611297e-03 8.76050531e-02
 3.31450256e-03 1.99157750e-01 6.63118515e-04 8.96901166e-02
 4.81881587e-01 6.38546110e-04 1.25161731e-03 8.75770221e-04
 4.18720129e-05 2.09040315e-03 3.62336941e-02 3.88572052e-03
 1.63643980e-02 8.86432211e-05 3.15846668e-03 1.75770334e-03]",True,0.1589060906140482,0.29282548779883194,0.4846475205514779,0.04225168982497411,0.02136921121066775
2,9,9,并略显激动,并略显激动,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[1.22820205e-03 1.49534657e-02 3.00708524e-03 2.78471295e-03
 3.37677261e-03 5.83856110e-01 2.92192291e-03 2.69563775e-01
 2.53544600e-02 1.46720132e-03 9.75295113e-03 2.88312366e-02
 1.58651909e-04 3.70632780e-03 1.12678076e-02 8.57455086e-03
 2.22835941e-03 8.81403822e-04 5.75344979e-03 2.03315535e-02]",False,0.02197346589935413,0.8597185804385545,0.06540584899159471,0.023707338145556436,0.029194766524940248
3,12,1,小男孩胸口蔫瘦得让人心疼,2002年6月3日上午,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[0.00095802 0.00831419 0.00253514 0.27820616 0.00107721 0.11279859
 0.00033311 0.25967673 0.05815412 0.00479033 0.0051848  0.0143955
 0.00112069 0.00363015 0.05226687 0.0616795  0.04922739 0.00047924
 0.00268601 0.08248624]",False,0.29001351823025345,0.37388563513500467,0.08252475821149428,0.1186972053701344,0.13487888305311344
3,12,2,小男孩胸口蔫瘦得让人心疼,当值的曾友蔚接报,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[1.05068137e-04 1.18823967e-02 8.47295129e-04 9.21262104e-01
 5.57023602e-04 1.96210503e-02 1.28415512e-04 2.56477602e-02
 4.74622081e-03 3.13102505e-04 4.54183924e-04 2.13223473e-04
 5.53441288e-07 3.52040429e-04 9.90356028e-03 7.07809938e-04
 1.83458998e-03 1.25282618e-05 6.41134058e-04 7.69939251e-04]",False,0.934096864083055,0.04595424956761263,0.005726730708100977,0.010963964088167228,0.0032581915530642005
3,12,3,小男孩胸口蔫瘦得让人心疼,狮山镇小塘走马营村一树林里有一名年仅2岁多的小男孩躺在草地上,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[1.34182866e-03 6.58322587e-02 1.77142332e-02 8.63766254e-03
 1.38803558e-02 1.69128075e-01 4.43330160e-03 4.77756080e-01
 9.69212492e-03 4.40483533e-03 1.08755932e-02 1.49296313e-03
 3.85339444e-04 3.58775280e-03 5.75611652e-02 1.09924246e-01
 3.49689081e-03 5.67027620e-04 3.68100655e-02 2.47820071e-03]",False,0.09352598312294619,0.6651978121270083,0.026465516607498386,0.17145850347178782,0.043352184670759374
3,12,4,小男孩胸口蔫瘦得让人心疼,无人认领,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[4.09926133e-04 3.22844669e-01 1.24585333e-02 5.26178408e-04
 5.46361047e-02 4.69164953e-01 1.28740557e-02 1.13824405e-02
 8.66780147e-04 2.92480771e-04 2.16876408e-03 6.50584119e-02
 1.94969964e-06 1.28813875e-02 3.59121375e-03 2.17886589e-02
 1.34506001e-03 2.83381708e-05 3.02050375e-03 4.65959123e-03]",False,0.3362393067217102,0.5480575534006245,0.06838643687211958,0.03826320984491701,0.009053493160628652
3,12,5,小男孩胸口蔫瘦得让人心疼,曾友蔚立即赶到现场处置,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[3.72408395e-04 7.57310516e-03 2.27826433e-03 2.01144876e-02
 2.33128354e-04 1.83771027e-01 1.04067651e-04 7.51571571e-01
 1.11767403e-02 2.51383464e-04 1.27406349e-03 5.42525213e-04
 6.75341107e-06 5.81589878e-04 1.65568148e-02 9.66468623e-04
 4.59723161e-04 1.42341666e-04 1.05730628e-03 9.66229472e-04]",False,0.03033826553359835,0.9356797946914548,0.013244712437520087,0.018111626756768386,0.0026256005806584203
3,12,6,小男孩胸口蔫瘦得让人心疼,只见林中的草地上,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[9.90060197e-03 8.34679278e-03 4.95023134e-03 1.43073973e-04
 3.95526060e-01 2.80251397e-01 1.69945354e-03 8.83288164e-02
 6.00880508e-04 4.06802897e-03 1.40914414e-01 1.11794840e-02
 1.85783896e-05 1.27736924e-02 2.65374135e-02 3.14688334e-03
 2.11210561e-03 2.24000956e-04 1.00785913e-03 8.27023140e-03]",False,0.023340700061301886,0.7658057273839654,0.15676280787219132,0.04247656759239964,0.011614197090141679
3,12,7,小男孩胸口蔫瘦得让人心疼,小男孩被包在一条毛巾里,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[4.05465209e-05 8.65246269e-03 9.15595265e-04 8.92266318e-04
 2.00196435e-04 1.55414430e-01 9.65652879e-05 6.26493411e-01
 2.74819225e-03 1.22922375e-04 7.50950053e-04 4.94962922e-04
 1.17863193e-06 4.10125651e-04 2.01260706e-01 7.02486070e-04
 1.09063716e-04 8.21504594e-06 2.23580121e-04 4.62144085e-04]",False,0.010500870792146115,0.782204602751063,0.004117027596412683,0.20237449589191345,0.000803002968464638
3,12,8,小男孩胸口蔫瘦得让人心疼,很孱弱,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[3.88701775e-03 5.29584154e-03 7.38584268e-04 1.48359598e-04
 3.74698966e-01 4.83705341e-01 1.43557563e-02 1.04145099e-02
 5.49086298e-04 1.93484610e-03 6.81316937e-02 1.85161668e-02
 3.47199218e-05 4.43021531e-03 1.47208384e-03 1.58635161e-03
 1.35080189e-04 6.00865674e-04 5.41584132e-03 3.94867276e-03]",False,0.010069803151597414,0.8831745732809295,0.0891317929371997,0.007523370684829374,0.010100459945444187
3,12,9,小男孩胸口蔫瘦得让人心疼,不哭也不闹,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[1.13494626e-02 3.76429141e-03 4.65739252e-03 1.37050953e-03
 1.52579484e-01 4.12602362e-01 3.19895199e-02 3.04533030e-02
 2.47203858e-03 5.86614241e-03 1.67064202e-01 2.48635592e-02
 4.23688047e-04 1.00644732e-02 2.68608007e-03 1.06366468e-02
 2.62819654e-04 3.81626908e-04 8.51131576e-03 1.18001083e-01]",False,0.021141656020948738,0.6276246681049238,0.20026594264750447,0.02381088808837703,0.12715684513824602
3,12,10,小男孩胸口蔫瘦得让人心疼,小眼珠子静静地望着眼前的警察叔叔,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[1.52976631e-03 3.79289423e-02 1.34230495e-03 1.38346454e-02
 3.52571134e-02 3.18395752e-01 5.73650529e-03 3.66319440e-01
 1.79099916e-02 1.16659974e-03 4.13757242e-02 4.34579217e-03
 1.24602964e-03 4.27406248e-03 1.21055468e-01 6.53935509e-03
 4.19198975e-03 2.52667716e-04 5.13896760e-03 1.21588819e-02]",False,0.054635659005634635,0.7257088113260979,0.06479810771119623,0.13311491494535652,0.02174250701171459
3,12,11,小男孩胸口蔫瘦得让人心疼,曾友蔚打开包裹着的围巾,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[8.15570495e-04 3.28389305e-02 5.32397379e-04 2.37171219e-01
 8.60701959e-04 8.96651098e-02 3.93497631e-04 1.60169529e-01
 4.59909381e-02 3.11800480e-04 2.25204946e-03 1.10713204e-03
 3.34696149e-06 3.20206784e-03 4.18436302e-01 3.61210495e-03
 6.66834932e-04 7.89584621e-05 9.60186885e-04 9.31322252e-04]",False,0.2713581176437011,0.251088838281783,0.04966192012564148,0.42525382141784757,0.002637302531026835
3,12,13,小男孩胸口蔫瘦得让人心疼,贴身处有一张写着出生年月的纸条和一封利是,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[6.04287776e-03 2.24777183e-02 2.43299491e-03 1.49140664e-03
 1.21979236e-03 1.60343929e-01 1.53165257e-03 7.52452413e-01
 3.82201635e-03 4.55334441e-03 7.32365398e-03 2.41501163e-03
 8.04939106e-07 1.45070179e-03 1.81244805e-02 6.30772724e-03
 6.83971402e-04 2.34912278e-04 4.66050043e-03 2.43009107e-03]",False,0.032444997581548465,0.9155477864269801,0.018114026366530145,0.025883714447578532,0.008009475177362804
3,12,14,小男孩胸口蔫瘦得让人心疼,曾友蔚意识到,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[1.23740825e-04 2.43144304e-03 4.26596745e-04 2.30222952e-03
 4.29550369e-04 4.00852745e-01 2.41536213e-04 3.81230860e-01
 2.13024603e-03 1.97249229e-04 5.12808322e-04 3.52321639e-04
 1.23757015e-06 1.50673560e-03 2.04803703e-01 1.45863488e-03
 6.04964537e-04 5.35648468e-05 1.08030214e-04 2.31802679e-04]",False,0.00528401013708105,0.7827546914904849,0.0031926252150720853,0.20777031088080475,0.0009983622765572077
3,12,15,小男孩胸口蔫瘦得让人心疼,这可能是个病被弃的孩子,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[1.74825533e-04 3.52115618e-02 4.05347601e-04 2.91582602e-04
 2.34163623e-03 8.37263704e-01 7.80689261e-04 9.70496125e-02
 4.47087179e-04 8.84665004e-05 7.54571749e-03 3.00169946e-03
 1.92824681e-05 3.80216589e-03 6.13081158e-03 3.63188859e-03
 2.92504379e-04 1.04456575e-04 2.50742986e-04 1.16621710e-03]",False,0.03608331752467757,0.9374356422778576,0.011082970629528843,0.013584148526449142,0.001813921041487011
3,12,12,小男孩胸口蔫瘦得让人心疼,小男孩胸口蔫瘦得让人心疼,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[7.68699173e-04 5.69478059e-02 8.92042161e-03 4.88685044e-03
 2.56827750e-03 1.94781173e-01 1.02568115e-03 4.61510020e-01
 6.89110860e-03 9.85942491e-04 1.90244389e-02 4.31624605e-03
 1.14430851e-05 3.92032338e-03 2.07164405e-01 1.13571353e-02
 9.90529235e-04 5.64216050e-04 2.73015096e-03 1.06351319e-02]",True,0.07152377716239774,0.6598851513595911,0.031217736072560936,0.2224533073087362,0.014920028096714007
4,12,1,无奈才选择跳楼轻生,为尽快将女子救下,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[5.61788081e-03 1.96880144e-01 6.09593656e-03 1.61684976e-04
 3.09068340e-02 5.10560619e-01 2.28179759e-03 1.38907442e-01
 1.60455734e-03 6.76373670e-04 2.76807655e-03 2.25029885e-03
 1.25366292e-05 7.61747573e-04 6.30378490e-04 1.30002834e-03
 5.85859339e-02 1.99044416e-03 3.18267177e-03 3.48246134e-02]",False,0.2087556462699239,0.6826566930594986,0.007299306413867538,0.0027046910315215384,0.09858366322518844
4,12,2,无奈才选择跳楼轻生,指挥员立即制订了救援方案,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[1.35048658e-03 1.32496434e-02 4.06778921e-02 9.87303606e-03
 2.26189550e-04 1.21205141e-01 1.53647258e-04 1.21413961e-01
 9.99443333e-03 2.00177928e-04 2.95035495e-03 2.74254390e-04
 2.83351334e-05 5.45334878e-04 7.09553439e-02 9.37643411e-04
 3.89365891e-04 2.06168950e-05 6.04298381e-01 1.25576106e-03]",False,0.0651510581544301,0.24299893869078648,0.013419220592427936,0.07246665734644064,0.6059641252159148
4,12,3,无奈才选择跳楼轻生,第一组在楼下铺设救生气垫,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[1.00283117e-03 7.54621743e-02 4.60521799e-02 2.93880418e-01
 1.48175115e-03 1.38248011e-01 1.12615429e-02 2.53216602e-01
 3.89704959e-02 3.79265020e-03 3.80538603e-03 3.78451537e-03
 1.08587561e-05 2.59505400e-03 4.41789233e-02 4.37494214e-02
 2.12327866e-02 1.80254181e-04 3.55179277e-03 1.35423505e-02]",False,0.4163976037175876,0.4042079072294485,0.05035304752865643,0.09053425743477869,0.03850718408952879
4,12,4,无奈才选择跳楼轻生,并对周围无关人员进行疏散,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[2.71574752e-03 1.08511648e-01 3.60411830e-02 2.35429324e-03
 9.37611667e-03 5.53863196e-01 1.05919711e-02 1.34755656e-01
 3.52089593e-02 1.36944167e-03 7.80075293e-03 1.52067926e-02
 1.54536788e-04 3.03691817e-03 2.70636142e-02 4.72934378e-03
 2.53388717e-03 9.53949596e-04 2.07984766e-02 2.29335158e-02]",False,0.14962287170219,0.7085869396744106,0.05958594652497313,0.034984412925053075,0.04721982917337306
4,12,5,无奈才选择跳楼轻生,另一组队员快速爬上6楼,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[2.40816636e-04 1.62927527e-02 8.42649517e-04 9.58906526e-02
 8.69923907e-04 2.57590108e-01 2.55536635e-04 4.17526268e-01
 1.08933090e-01 2.65605975e-04 4.34240985e-04 7.02986199e-04
 3.98892334e-07 9.23078054e-04 9.55285619e-02 1.29008453e-03
 1.34109574e-03 1.81245582e-05 8.49611264e-05 9.69064025e-04]",False,0.11326687141177258,0.6762418370802725,0.11033592266798664,0.09774212338738228,0.0024132454525858673
4,12,6,无奈才选择跳楼轻生,在楼内对女子进行劝说,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[2.00526877e-01 4.35465742e-02 2.07054232e-02 3.30781871e-03
 1.46661175e-01 1.18218151e-01 2.94519241e-02 8.14113213e-02
 1.74344543e-03 2.98736724e-02 1.36709244e-01 2.44915501e-02
 4.57417392e-05 3.02359251e-03 8.49876094e-03 6.23489487e-03
 6.26185574e-04 9.59458497e-04 5.30158131e-03 1.38662608e-01]",False,0.268086693563325,0.37574257147023205,0.19281791188442393,0.017802990068732483,0.14554983301328664
4,12,7,无奈才选择跳楼轻生,劝说过程中,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[4.35628032e-04 4.08041017e-02 3.51613139e-03 8.59403496e-04
 2.44084180e-03 5.52794413e-01 2.45204187e-03 3.35191806e-01
 1.71969285e-02 5.27294346e-04 5.28287580e-03 3.14432669e-03
 2.79236239e-06 2.61090075e-03 2.53578279e-02 3.41255661e-03
 3.45522267e-04 6.42436860e-05 2.08584066e-03 1.47452356e-03]",False,0.04561526463638705,0.892879102270721,0.02615142529308109,0.031384077628282714,0.003970130171528214
4,12,8,无奈才选择跳楼轻生,消防官兵了解到,"['便', '因', '故', '由', '却', '但', '虽', '而', '与', '则', '就', '或', '苟', '若', '当', '如', '唯', '必', '总', '更']","[3.80166987e-04 4.50482557e-03 5.19427751e-03 2.52519188e-02
 2.38127963e-04 6.66999823e-01 8.94169783e-05 2.46955698e-01
 5.09556021e-03 1.27713086e-04 1.46849992e-02 3.82039560e-04
 2.89282934e-07 9.65192422e-05 2.53261524e-02 1.91050029e-03
 5.11562547e-04 5.90531211e-05 1.33296626e-03 8.58389943e-04]",False,0.03533118888372581,0.914283065915811,0.020290312079674466,0.027333461252843992,0.0027619718679447
